|title|requirement
1786|§ 121.585(b)(1)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(1) The person lacks sufficient mobility, strength, or dexterity in both arms and hands, and both legs: 
(i) To reach upward, sideways, and downward to the location of emergency exit and exit-slide operating mechanisms; 
(ii) To grasp and push, pull, turn, or otherwise manipulate those mechanisms; 
(iii) To push, shove, pull, or otherwise open emergency exits; 
(iv) To lift out, hold, deposit on nearby seats, or maneuver over the seatbacks to the next row objects the size and weight of over-wing window exit doors; 
(v) To remove obstructions similar in size and weight to over-wing exit doors; 
(vi) To reach the emergency exit expeditiously; 
(vii) To maintain balance while removing obstructions; 
(viii) To exit expeditiously; 
(ix) To stabilize an escape slide after deployment; or 
(x) To assist others in getting off an escape slide; 
"
1787|§ 121.585(b)(2)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(2) The person is less than 15 years of age or lacks the capacity to perform one or more of the applicable functions listed in paragraph (d) of this section without the assistance of an adult companion, parent, or other relative; 
"
1788|§ 121.585(b)(3)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(3) The person lacks the ability to read and understand instructions required by this section and related to emergency evacuation provided by the certificate holder in printed or graphic form or the ability to understand oral crew commands.
"
1789|§ 121.585(b)(4)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(4) The person lacks sufficient visual capacity to perform one or more of the applicable functions in paragraph (d) of this section without the assistance of visual aids beyond contact lenses or eyeglasses; 
"
1790|§ 121.585(b)(5)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(5) The person lacks sufficient aural capacity to hear and understand instructions shouted by flight attendants, without assistance beyond a hearing aid; 
"
1791|§ 121.585(b)(6)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(6) The person lacks the ability adequately to impart information orally to other passengers; or, 
"
1792|§ 121.585(b)(7)|"§ 121.585   Exit seating.
(b) No certificate holder may seat a person in a seat affected by this section if the certificate holder determines that it is likely that the person would be unable to perform one or more of the applicable functions listed in paragraph (d) of this section because -  
(7) The person has: 
(i) A condition or responsibilities, such as caring for small children, that might prevent the person from performing one or more of the applicable functions listed in paragraph (d) of this section; or 
(ii) A condition that might cause the person harm if he or she performs one or more of the applicable functions listed in paragraph (d) of this section. 
"
1793|§ 121.585(c)|"§ 121.585   Exit seating.
(c) Each passenger shall comply with instructions given by a crewmember or other authorized employee of the certificate holder implementing exit seating restrictions established in accordance with this section.
"
1794|§ 121.585(d)(1)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(1) Locate the emergency exit;
"
1795|§ 121.585(d)(2)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(2) Recognize the emergency exit opening mechanism;
"
1796|§ 121.585(d)(3)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(3) Comprehend the instructions for operating the emergency exit;
"
1797|§ 121.585(d)(4)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(4) Operate the emergency exit;
"
1798|§ 121.585(d)(5)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(5) Assess whether opening the emergency exit will increase the hazards to which passengers may be exposed;
"
1799|§ 121.585(d)(6)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(6) Follow oral directions and hand signals given by a crewmember;
"
1800|§ 121.585(d)(7)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(7) Stow or secure the emergency exit door so that it will not impede use of the exit;
"
1801|§ 121.585(d)(8)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(8) Assess the condition of an escape slide, activate the slide, and stabilize the slide after deployment to assist others in getting off the slide;
"
1802|§ 121.585(d)(9)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(9) Pass expeditiously through the emergency exit; and
"
1803|§ 121.585(d)(10)|"§ 121.585   Exit seating.
(d) Each certificate holder shall include on passenger information cards, presented in the language in which briefings and oral commands are given by the crew, at each exit seat affected by this section, information that, in the event of an emergency in which a crewmember is not available to assist, a passenger occupying an exit seat may use if called upon to perform the following functions:
(10) Assess, select, and follow a safe path away from the emergency exit.
"
1804|§ 121.585(e)(1)|"§ 121.585   Exit seating.
(e) Each certificate holder shall include on passenger information cards, at each exit seat - 
(1) In the primary language in which emergency commands are given by the crew, the selection criteria set forth in paragraph (b) of this section, and a request that a passenger identify himself or herself to allow reseating if he or she:
(i) Cannot meet the selection criteria set forth in paragraph (b) of this section;
(ii) Has a nondiscernible condition that will prevent him or her from performing the applicable functions listed in paragraph (d) of this section;
(iii) May suffer bodily harm as the result of performing one or more of those functions; or
(iv) Does not wish to perform those functions; and
"
1805|§ 121.585(e)(2)|"§ 121.585   Exit seating.
(e) Each certificate holder shall include on passenger information cards, at each exit seat - 
(2) In each language used by the certificate holder for passenger information cards, a request that a passenger identify himself or herself to allow reseating if he or she lacks the ability to read, speak, or understand the language or the graphic form in which instructions required by this section and related to emergency evacuation are provided by the certificate holder, or the ability to understand the specified language in which crew commands will be given in an emergency.
"
1806|§ 121.585(e)(3)|"§ 121.585   Exit seating.
(e) Each certificate holder shall include on passenger information cards, at each exit seat - 
(3) May suffer bodily harm as the result of performing one or more of those functions; or,
"
1807|§ 121.585(e)(4)|"§ 121.585   Exit seating.
(e) Each certificate holder shall include on passenger information cards, at each exit seat - 
(4) Does not wish to perform those functions.
A certificate holder shall not require the passenger to disclose his or her reason for needing reseating.
"
1808|§ 121.585(f)|"§ 121.585   Exit seating.
(f) Each certificate holder shall make available for inspection by the public at all passenger loading gates and ticket counters at each airport where it conducts passenger operations, written procedures established for making determinations in regard to exit row seating.
"
1809|§ 121.585(g)|"§ 121.585   Exit seating.
(g) No certificate holder may allow taxi or pushback unless at least one required crewmember has verified that no exit seat is occupied by a person the crewmember determines is likely to be unable to perform the applicable functions listed in paragraph (d) of this section.
"
1810|§ 121.585(h)(1)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(1) Cannot meet the selection criteria set forth in paragraph (b) of this section;
"
1811|§ 121.585(h)(2)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(2) Has a nondiscernible condition that will prevent him or her from performing the applicable functions listed in paragraph (d) of this section;
"
1812|§ 121.585(h)(3)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(3) May suffer bodily harm as the result of performing one or more of those functions listed in paragraph (d) of this section; or,
"
1813|§ 121.585(h)(4)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(4) Does not wish to perform those functions listed in paragraph (d) of this section.
A certificate holder shall not require the passenger to disclose his or her reason for needing reseating.
(j) [Reserved]
(k) In the event a certificate holder determines in accordance with this section that it is likely that a passenger assigned to an exit seat would be unable to perform the functions listed in paragraph (d) of this section or a passenger requests a non-exit seat, the certificate holder shall expeditiously relocate the passenger to a non-exit seat.
(l) In the event of full booking in the non-exit seats and if necessary to accommodate a passenger being relocated from an exit seat, the certificate holder shall move a passenger who is willing and able to assume the evacuation functions that may be required, to an exit seat.
(m) A certificate holder may deny transportation to any passenger under this section only because - 
"
1814|§ 121.585(h)(1)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(1) The passenger refuses to comply with instructions given by a crewmember or other authorized employee of the certificate holder implementing exit seating restrictions established in accordance with this section, or 
"
1815|§ 121.585(h)(2)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(2) The only seat that will physically accommodate the person's handicap is an exit seat.
(n) In order to comply with this section certificate holders shall - 
"
1816|§ 121.585(h)(1)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(1) Establish procedures that address:
(i) The criteria listed in paragraph (b) of this section;
(ii) The functions listed in paragraph (d) of this section;
(iii) The requirements for airport information, passenger information cards, crewmember verification of appropriate seating in exit seats, passenger briefings, seat assignments, and denial of transportation as set forth in this section;
(iv) How to resolve disputes arising from implementation of this section, including identification of the certificate holder employee on the airport to whom complaints should be addressed for resolution; and,
"
1817|§ 121.585(h)(2)|"§ 121.585   Exit seating.
(h) Each certificate holder shall include in its passenger briefings a reference to the passenger information cards, required by paragraphs (d) and (e), the selection criteria set forth in paragraph (b), and the functions to be performed, set forth in paragraph (d) of this section.
(i) Each certificate holder shall include in its passenger briefings a request that a passenger identify himself or herself to allow reseating if he or she -  
(2) Submit their procedures for preliminary review and approval to the principal operations inspectors assigned to them at the responsible Flight Standards office.
(o) Certificate holders shall assign seats prior to boarding consistent with the criteria listed in paragraph (b) and the functions listed in paragraph (d) of this section, to the maximum extent feasible.
(p) The procedures required by paragraph (n) of this section will not become effective until final approval is granted by the Executive Director, Flight Standards Service, Washington, DC. Approval will be based solely upon the safety aspects of the certificate holder's procedures. 
"
1818|§ 121.586(a)(1)|"§ 121.586   Authority to refuse transportation.
(a) No certificate holder may refuse transportation to a passenger on the basis that, because the passenger may need the assistance of another person to move expeditiously to an exit in the event of an emergency, his transportation would or might be inimical to safety of flight unless - 
(1) The certificate holder has established procedures (including reasonable notice requirements) for the carriage of passengers who may need the assistance of another person to move expeditiously to an exit in the event of an emergency; and 
"
1819|§ 121.586(a)(2)|"§ 121.586   Authority to refuse transportation.
(a) No certificate holder may refuse transportation to a passenger on the basis that, because the passenger may need the assistance of another person to move expeditiously to an exit in the event of an emergency, his transportation would or might be inimical to safety of flight unless - 
(2) At least one of the following conditions exist: 
(i) The passenger fails to comply with the notice requirements in the certificate holder's procedures. 
(ii) The passenger cannot be carried in accordance with the certificate holder's procedures. 
"
1820|§ 121.586(b)|"§ 121.586   Authority to refuse transportation.
(b) Each certificate holder shall provide the responsible Flight Standards office with a copy of each procedure it establishes in accordance with paragraph (a)(2) of this section. 
"
1821|§ 121.586(c)|"§ 121.586   Authority to refuse transportation.
(c) Whenever the Administrator finds that revisions in the procedures described in paragraph (a)(2) of this section are necessary in the interest of safety or in the public interest, the certificate holder, after notification by the Administrator, shall make those revisions in its procedures. Within 30 days after the certificate holder receives such notice, it may file a petition to reconsider the notice with the responsible Flight Standards office. The filing of a petition to reconsider stays the notice pending a decision by the Administrator. However, if the Administrator finds that there is an emergency that requires immediate action in the interest of safety in air commerce, he may, upon a statement of the reasons, require a change effective without stay.
"
1822|§ 121.586(d)|"§ 121.586   Authority to refuse transportation.
(d) Each certificate holder shall make available to the public at each airport it serves a copy of each procedure it establishes in accordance with paragraph (a)(1) of this section.
"
1823|§ 121.587(a)|"§ 121.587   Closing and locking of flightcrew compartment door.
(a) Except as provided in paragraph (b) of this section, a pilot in command of an airplane that has a lockable flightcrew compartment door in accordance with § 121.313 and that is carrying passengers shall ensure that the door separating the flightcrew compartment from the passenger compartment is closed and locked at all times when the aircraft is being operated. 
"
1824|§ 121.587(b)|"§ 121.587   Closing and locking of flightcrew compartment door.
(b) The provisions of paragraph (a) of this section do not apply at any time when it is necessary to permit access and egress by persons authorized in accordance with § 121.547 and provided the part 119 operator complies with FAA approved procedures regarding the opening, closing and locking of the flightdeck doors.
"
1825|§ 121.589(a)|"§ 121.589   Carry-on baggage.
(a) No certificate holder may allow the boarding of carry-on baggage on an airplane unless each passenger's baggage has been scanned to control the size and amount carried on board in accordance with an approved carry-on baggage program in its operations specifications. In addition, no passenger may board an airplane if his/her carry-on baggage exceeds the baggage allowance prescribed in the carry-on baggage program in the certificate holder's operations specifications.
"
1826|§ 121.589(b)|"§ 121.589   Carry-on baggage.
(b) No certificate holder may allow all passenger entry doors of an airplane to be closed in preparation for taxi or pushback unless at least one required crewmember has verified that each article of baggage is stowed in accordance with this section and § 121.285 (c) and (d).
"
1827|§ 121.589(c)(1)|"§ 121.589   Carry-on baggage.
(c) No certificate holder may allow an airplane to take off or land unless each article of baggage is stowed:
(1) In a suitable closet or baggage or cargo stowage compartment placarded for its maximum weight and providing proper restraint for all baggage or cargo stowed within, and in a manner that does not hinder the possible use of any emergency equipment; or
"
1828|§ 121.589(c)(2)|"§ 121.589   Carry-on baggage.
(c) No certificate holder may allow an airplane to take off or land unless each article of baggage is stowed:
(2) As provided in § 121.285 (c) and (d); or
"
1829|§ 121.589(c)(3)|"§ 121.589   Carry-on baggage.
(c) No certificate holder may allow an airplane to take off or land unless each article of baggage is stowed:
(3) Under a passenger seat.
"
1830|§ 121.589(d)|"§ 121.589   Carry-on baggage.
(d) Baggage, other than articles of loose clothing, may not be placed in an overhead rack unless that rack is equipped with approved restraining devices or doors.
"
1831|§ 121.589(e)|"§ 121.589   Carry-on baggage.
(e) Each passenger must comply with instructions given by crewmembers regarding compliance with paragraphs (a), (b), (c), (d), and (g) of this section.
"
1832|§ 121.589(f)|"§ 121.589   Carry-on baggage.
(f) Each passenger seat under which baggage is allowed to be stowed shall be fitted with a means to prevent articles of baggage stowed under it from sliding forward. In addition, each aisle seat shall be fitted with a means to prevent articles of baggage stowed under it from sliding sideward into the aisle under crash impacts severe enough to induce the ultimate inertia forces specified in the emergency landing condition regulations under which the airplane was type certificated.
"
1833|§ 121.589(g)(1)|"§ 121.589   Carry-on baggage.
(g) In addition to the methods of stowage in paragraph (c) of this section, flexible travel canes carried by blind individuals may be stowed - 
(1) Under any series of connected passenger seats in the same row, if the cane does not protrude into an aisle and if the cane is flat on the floor; or
"
1834|§ 121.589(g)(2)|"§ 121.589   Carry-on baggage.
(g) In addition to the methods of stowage in paragraph (c) of this section, flexible travel canes carried by blind individuals may be stowed - 
(2) Between a nonemergency exit window seat and the fuselage, if the cane is flat on the floor; or
"
1835|§ 121.589(g)(3)|"§ 121.589   Carry-on baggage.
(g) In addition to the methods of stowage in paragraph (c) of this section, flexible travel canes carried by blind individuals may be stowed - 
(3) Beneath any two nonemergency exit window seats, if the cane is flat on the floor; or
"
1836|§ 121.589(g)(4)|"§ 121.589   Carry-on baggage.
(g) In addition to the methods of stowage in paragraph (c) of this section, flexible travel canes carried by blind individuals may be stowed - 
(4) In accordance with any other method approved by the Administrator.
"
1837|§ 121.590(a)|"§ 121.590   Use of certificated land airports in the United States.
(a) Except as provided in paragraphs (b) or (c) of this section, or unless authorized by the Administrator under 49 U.S.C. 44706(c), no air carrier and no pilot being used by an air carrier may operate, in the conduct of a domestic type operation, flag type operation, or supplemental type operation, an airplane at a land airport in any State of the United States, the District of Columbia, or any territory or possession of the United States unless that airport is certificated under part 139 of this chapter. Further, after June 9, 2005 for Class I airports and after December 9, 2005 for Class II, III, and IV airports, when an air carrier and a pilot being used by the air carrier are required to operate at an airport certificated under part 139 of this chapter, the air carrier and the pilot may only operate at that airport if the airport is classified under part 139 to serve the type airplane to be operated and the type of operation to be conducted. 
"
1838|§ 121.590(b)(2)|"§ 121.590   Use of certificated land airports in the United States.
(b)(1) An air carrier and a pilot being used by the air carrier in the conduct of a domestic type operation, flag type operation, or supplemental type operation may designate and use as a required alternate airport for departure or destination an airport that is not certificated under part 139 of this chapter. 
(2) Until December 9, 2005, an air carrier and a pilot being used by the air carrier in the conduct of domestic type operations and flag type operations, may operate an airplane designed for more than 9 but less than 31 passenger seats, at a land airport, in any State of the United States, the District of Columbia, or any territory or possession of the United States, that does not hold an airport operating certificate issued under part 139 of this chapter, and that serves small air carrier aircraft (as defined under “Air carrier aircraft” and “Class III airport” in § 139.5 of this Chapter).
"
1839|§ 121.590(c)(1)|"§ 121.590   Use of certificated land airports in the United States.
(c) An air carrier and a pilot used by the air carrier in conducting a domestic type operation, flag type operation, or supplemental type operation may operate an airplane at an airport operated by the U.S. Government that is not certificated under part 139 of this chapter, only if that airport meets the equivalent -  
(1) Safety standards for airports certificated under part 139 of this chapter; and 
"
1840|§ 121.590(c)(2)|"§ 121.590   Use of certificated land airports in the United States.
(c) An air carrier and a pilot used by the air carrier in conducting a domestic type operation, flag type operation, or supplemental type operation may operate an airplane at an airport operated by the U.S. Government that is not certificated under part 139 of this chapter, only if that airport meets the equivalent -  
(2) Airport classification requirements under part 139 to serve the type airplane to be operated and the type of operation to be conducted. 
"
1841|§ 121.590(d)(1)|"§ 121.590   Use of certificated land airports in the United States.
(d) An air carrier, a commercial operator, and a pilot being used by the air carrier or the commercial operator - when conducting a passenger-carrying airplane operation under this part that is not a domestic type operation, a flag type operation, or a supplemental type operation - may operate at a land airport not certificated under part 139 of this chapter only when the following conditions are met: 
(1) The airport is adequate for the proposed operation, considering such items as size, surface, obstructions, and lighting. 
"
1842|§ 121.590(d)(2)|"§ 121.590   Use of certificated land airports in the United States.
(d) An air carrier, a commercial operator, and a pilot being used by the air carrier or the commercial operator - when conducting a passenger-carrying airplane operation under this part that is not a domestic type operation, a flag type operation, or a supplemental type operation - may operate at a land airport not certificated under part 139 of this chapter only when the following conditions are met: 
(2) For an airplane carrying passengers at night, the pilot may not take off from, or land at, an airport unless -  
(i) The pilot has determined the wind direction from an illuminated wind direction indicator or local ground communications or, in the case of takeoff, that pilot's personal observations; and 
(ii) The limits of the area to be used for landing or takeoff are clearly shown by boundary or runway marker lights. If the area to be used for takeoff or landing is marked by flare pots or lanterns, their use must be authorized by the Administrator. 
"
1843|§ 121.590(e)(1)|"§ 121.590   Use of certificated land airports in the United States.
(e) A commercial operator and a pilot used by the commercial operator in conducting a domestic type operation, flag type operation, or supplemental type operation may operate an airplane at an airport operated by the U.S. Government that is not certificated under part 139 of this chapter only if that airport meets the equivalent -  
(1) Safety standards for airports certificated under part 139 of this chapter; and 
"
1844|§ 121.590(e)(2)|"§ 121.590   Use of certificated land airports in the United States.
(e) A commercial operator and a pilot used by the commercial operator in conducting a domestic type operation, flag type operation, or supplemental type operation may operate an airplane at an airport operated by the U.S. Government that is not certificated under part 139 of this chapter only if that airport meets the equivalent -  
(2) Airport classification requirements under part 139 of this chapter to serve the type airplane to be operated and the type of operation to be conducted. 
"
1845|§ 121.590(f)(1)|"§ 121.590   Use of certificated land airports in the United States.
(f) For the purpose of this section, the terms -  
Domestic type operation means any domestic operation conducted with -  
(1) An airplane designed for at least 31 passenger seats (as determined by the aircraft type certificate issued by a competent civil aviation authority) at any land airport in any State of the United States, the District of Columbia, or any territory or possession of the United States; or 
"
1846|§ 121.590(f)(2)|"§ 121.590   Use of certificated land airports in the United States.
(f) For the purpose of this section, the terms -  
Domestic type operation means any domestic operation conducted with -  
(2) An airplane designed for more than 9 passenger seats but less than 31 passenger seats (as determined by the aircraft type certificate issued by a competent civil aviation authority) at any land airport in any State of the United States (except Alaska), the District of Columbia, or any territory or possession of the United States. 
Flag type operation means any flag operation conducted with -  
"
1847|§ 121.590(f)(1)|"§ 121.590   Use of certificated land airports in the United States.
(f) For the purpose of this section, the terms -  
Domestic type operation means any domestic operation conducted with -  
(1) An airplane designed for at least 31 passenger seats (as determined by the aircraft type certificate issued by a competent civil aviation authority) at any land airport in any State of the United States, the District of Columbia, or any territory or possession of the United States; or 
"
1848|§ 121.590(f)(2)|"§ 121.590   Use of certificated land airports in the United States.
(f) For the purpose of this section, the terms -  
Domestic type operation means any domestic operation conducted with -  
(2) An airplane designed for more than 9 passenger seats but less than 31 passenger seats (as determined by the aircraft type certificate issued by a competent civil aviation authority) at any land airport in any State of the United States (except Alaska), the District of Columbia, or any territory or possession of the United States. 
Supplemental type operation means any supplemental operation (except an all-cargo operation) conducted with an airplane designed for at least 31 passenger seats (as determined by the aircraft type certificate issued by a competent civil aviation authority) at any land airport in any State of the United States, the District of Columbia, or any territory or possession of the United States. 
United States means the States of the United States, the District of Columbia, and the territories and possessions of the United States. 
Note:Special Statutory Requirement to Operate to or From a Part 139 Airport. Each air carrier that provides - in an aircraft (e.g., airplane, rotorcraft, etc.) designed for more than 9 passenger seats - regularly scheduled charter air transportation for which the public is provided in advance a schedule containing the departure location, departure time, and arrival location of the flight must operate to and from an airport certificated under part 139 of this chapter in accordance with 49 U.S.C. 41104(b). That statutory provision contains stand-alone requirements for such air carriers and special exceptions for operations in Alaska and outside the United States. Nothing in § 121.590 exempts the air carriers described in this note from the requirements of 49 U.S.C. 41104(b). Certain operations by air carriers that conduct public charter operations under 14 CFR part 380 are covered by the statutory requirements to operate to and from part 139 airports. See 49 U.S.C. 41104(b)."
1849|§ 121.591|"§ 121.591   Applicability.This subpart prescribes dispatching rules for domestic and flag operations and flight release rules for supplemental operations.

"
1850|§ 121.593|"§ 121.593   Dispatching authority: Domestic operations.Except when an airplane lands at an intermediate airport specified in the original dispatch release and remains there for not more than one hour, no person may start a flight unless an aircraft dispatcher specifically authorizes that flight. 



"
1851|§ 121.595(a)|"§ 121.595   Dispatching authority: Flag operations.
(a) No person may start a flight unless an aircraft dispatcher specifically authorizes that flight. 
"
1852|§ 121.595(b)|"§ 121.595   Dispatching authority: Flag operations.
(b) No person may continue a flight from an intermediate airport without redispatch if the airplane has been on the ground more than six hours. 


"
1853|§ 121.597(a)|"§ 121.597   Flight release authority: Supplemental operations.
(a) No person may start a flight under a flight following system without specific authority from the person authorized by the operator to exercise operational control over the flight. 
"
1854|§ 121.597(b)|"§ 121.597   Flight release authority: Supplemental operations.
(b) No person may start a flight unless the pilot in command or the person authorized by the operator to exercise operational control over the flight has executed a flight release setting forth the conditions under which the flights will be conducted. The pilot in command may sign the flight release only when he and the person authorized by the operator to exercise operational control believe that the flight can be made with safety. 
"
1855|§ 121.597(c)|"§ 121.597   Flight release authority: Supplemental operations.
(c) No person may continue a flight from an intermediate airport without a new flight release if the aircraft has been on the ground more than six hours. 
"
1856|§ 121.599(a)|"§ 121.599   Familiarity with weather conditions.
(a) Domestic and flag operations. No aircraft dispatcher may release a flight unless he is thoroughly familiar with reported and forecast weather conditions on the route to be flown. 
"
1857|§ 121.599(b)|"§ 121.599   Familiarity with weather conditions.
(b) Supplemental operations. No pilot in command may begin a flight unless he is thoroughly familiar with reported and forecast weather conditions on the route to be flown. 
"
1858|§ 121.601(a)|"§ 121.601   Aircraft dispatcher information to pilot in command: Domestic and flag operations.
(a) The aircraft dispatcher shall provide the pilot in command all available current reports or information on airport conditions and irregularities of navigation facilities that may affect the safety of the flight. 
"
1859|§ 121.601(b)|"§ 121.601   Aircraft dispatcher information to pilot in command: Domestic and flag operations.
(b) Before beginning a flight, the aircraft dispatcher shall provide the pilot in command with all available weather reports and forecasts of weather phenomena that may affect the safety of flight, including adverse weather phenomena, such as clear air turbulence, thunderstorms, and low altitude wind shear, for each route to be flown and each airport to be used. 
"
1860|§ 121.601(c)|"§ 121.601   Aircraft dispatcher information to pilot in command: Domestic and flag operations.
(c) During a flight, the aircraft dispatcher shall provide the pilot in command any additional available information of meteorological conditions (including adverse weather phenomena, such as clear air turbulence, thunderstorms, and low altitude wind shear), and irregularities of facilities and services that may affect the safety of the flight.
"
1861|§ 121.603(a)|"§ 121.603   Facilities and services: Supplemental operations.
(a) Before beginning a flight, each pilot in command shall obtain all available current reports or information on airport conditions and irregularities of navigation facilities that may affect the safety of the flight. 
"
1862|§ 121.603(b)|"§ 121.603   Facilities and services: Supplemental operations.
(b) During a flight, the pilot in command shall obtain any additional available information of meteorological conditions and irregularities of facilities and services that may affect the safety of the flight. 


"
1863|§ 121.605|"§ 121.605   Airplane equipment.No person may dispatch or release an airplane unless it is airworthy and is equipped as prescribed in § 121.303. 



"
1864|§ 121.607(a)|"§ 121.607   Communication and navigation facilities: Domestic and flag operations.
(a) Except as provided in paragraph (b) of this section for a certificate holder conducting flag operations, no person may dispatch an airplane over an approved route or route segment unless the communication and navigation facilities required by §§ 121.99 and 121.103 for the approval of that route or segment are in satisfactory operating condition. 
"
1865|§ 121.607(b)|"§ 121.607   Communication and navigation facilities: Domestic and flag operations.
(b) If, because of technical reasons or other reasons beyond the control of a certificate holder conducting flag operations, the facilities required by §§ 121.99 and 121.103 are not available over a route or route segment outside the United States, the certificate holder may dispatch an airplane over that route or route segment if the pilot in command and dispatcher find that communication and navigation facilities equal to those required are available and are in satisfactory operating condition. 
"
